Summary,Legend,Protection,Sale,Place,Price,Seller,MSales,Comments
皇冠包邮MobiWire Aquila双网双卡双待4.0寸屏安卓智能手机2.3.5,"消费者保障	七天退换",七天退换,1条评价,浙江 宁波,1099.00        运费：0.00           信用卡,fhwsj_zj,0,1
包邮 Apple/苹果 iPhone 4S 手机 iphone4s 16g,消费者保障,无七天退换,,上海,4449.00        运费：0.00,hu602753437,0,0
原装正品 phonebaby超小卡通袖珍mini 0012超小直板手机 MP3音乐,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,165.00        运费：12.00           信用卡,xukang303,0,0
包邮 现货HTC S710e G11 Incredible S 手机,消费者保障,无七天退换,,上海,2240.00        运费：0.00,a1362296439,0,0
包邮 现货 Samsung/三星 I9001 Galaxy S 手机 欧版,消费者保障,无七天退换,,上海,1990.00        运费：0.00,hu602753437,0,0
Apple/苹果 iPhone 4S 3GS 苹果三代 手机8G 16G 32G 包顺丰,消费者保障,无七天退换,"月售20笔	18条评价",广东 深圳货到付款,4500.00        运费：0.00           信用卡,qq617817725,20,18
三普X10-00 3.5高清全屏触摸 双卡双待QQ游戏归属地Q信女生手机,"消费者保障	七天退换",七天退换,,广东 深圳,220.00        运费：12.00           信用卡,强盛通讯88,0,0
Changhong/长虹 A2新款超长待机直板老人手机男款大音量大字体M11,消费者保障,无七天退换,月售1笔,广东 深圳货到付款,205.00        运费：10.00,伊韵鑫儿,1,0
Lenovo/联想 K800 手机 乐Phone 安卓智能手机 intel 处理器,消费者保障,无七天退换,,上海,1999.00        运费：0.00,融科数码通讯,0,0
全民疯抢七星河财神A8 超长待机 语音功能 手机QQ 大字体,消费者保障,无七天退换,"月售2笔	1条评价",江苏 盐城,220.00        运费：10.00,伟少通信88,2,1
5.0寸 5.3寸安卓智能手机 安卓4.0 双卡双待 MTK6577 6575 双核,"消费者保障	七天退换",七天退换,"月售21笔	56条评价",广东 深圳货到付款,1070.00        运费：0.01           信用卡,更上n层楼,21,56
Lenovo/联想 A660双核 双卡 安卓智能手机 首款三防手机 正品预售,"消费者保障	假一赔三    品牌授权",无七天退换,,福建 厦门,1499.00        运费：0.00           信用卡,likeyawen123,0,0
正品小米M1 GSM WCDMA 3G 安卓Android2.3.4智能WIFI GPS国产手机,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,1138.00        运费：0.00           信用卡,杨良ztwe1101,0,0
索爱soaiy 时尚音乐手机  风彩鸾歌系列 智能PDA手机  SA-i690,消费者保障,无七天退换,1条评价,广东 深圳,1299.00        运费：0.00           信用卡,angeljing11,0,1
广信CF310 电信天翼CDMA 超大字体 翻盖老人手机 EF310同款,"消费者保障	七天退换",七天退换,"月售50笔	71条评价",浙江 杭州货到付款,255.01        运费：6.00           信用卡,夏紫馨1,50,71
杭州实体店，联通授权，0元购机，夏新N79，千元智能手机,消费者保障,无七天退换,,浙江 杭州,959.00        运费：12.00,一淘一宝一数一码一,0,0
Motorola/摩托罗拉 ME811 Droid X 写号 插卡 电信安卓智能手机！,消费者保障,无七天退换,"月售245笔	1293条评价",广东 深圳,499.50        运费：0.00           信用卡,旺源商铺,245,1293
◆保华数码◆Samsung/三星 i8150/GALAXY W 手机,消费者保障,无七天退换,,广西 南宁,1610.00        运费：10.00,cnqbh,0,0
飞利浦 V900 智能手机 GPS导航 正品联保行货 两原电！,消费者保障,无七天退换,,广东 惠州,780.00        运费：0.00,guyanun,0,0
《爱都商贸》包邮 现货HTC A810e G16 ChaCha 手机,消费者保障,无七天退换,,上海,1300.00        运费：0.00,成人用品店3,0,0
2012新款迷你最小手机微型mini手机宝马钥匙扣H33超袖珍超小手机,消费者保障,无七天退换,"月售33笔	11条评价",广东 深圳,190.00        运费：10.00,晴朗数码88,33,11
国产半智能安卓系统手机超薄直板触摸手机男女款Z54,消费者保障,无七天退换,,广东 深圳,370.00        运费：12.00,iongfan,0,0
港利通 KC310  翻盖时尚手机  全新正品行货全国联保  特价,消费者保障,无七天退换,,广东 深圳,320.00        运费：10.00,飞越5566,0,0
Samsung/三星 W289 电信CDMA手机 双模双待正品行货,消费者保障,无七天退换,,上海,1200.00        运费：0.00,流觞樱空释,0,0
《爱都商贸》包邮 现货HTC C510e G15 Salsa 手机,消费者保障,无七天退换,,上海,1780.00        运费：0.00,成人用品店3,0,0
独家出售香港生产 欧美爆款热卖GPS双重监控定位学生儿童手表手机,"消费者保障	七天退换",七天退换,"月售4笔	6条评价",香港,1280.00        运费：20.00           信用卡,祝叶英,4,6
Samsung/三星 SCH-S169 电信天翼CDMA 彩屏手机 翻盖 原装正品,"消费者保障	七天退换",七天退换,"月售14笔	5条评价",广东 广州货到付款,100.00        运费：10.00           信用卡折扣,congratulations567,14,5
现货 特价 Samsung/三星 I9100/Galaxy S2 I9100双核手机 手机,消费者保障,无七天退换,,上海,3430.00        运费：0.00,一杆修竹68,0,0
Lenovo/联想 a710e 包邮黑白双色原封安卓4.0音乐手机 可货到付款,消费者保障,无七天退换,"月售29笔	5条评价",北京货到付款,560.01        运费：0.00           信用卡,美美8865,29,5
【金牌卖家】ZTE/中兴 S202 老人手机 大字体老年手机 正品行货,"消费者保障	七天退换",七天退换,"月售39笔	37条评价",浙江 杭州,175.01        运费：6.00           信用卡,时代秦朝,39,37
大显GS8000老人手机正品行货 老人机 大字大屏 老年手机 彩屏包邮,"消费者保障	七天退换",七天退换,"月售432笔	129条评价",广东 深圳,105.00        运费：0.00,吉星大联盟,432,129
双原电特价！Philips/飞利浦 T129 移动3G手机 单卡直板 超长待机,"消费者保障	七天退换	正品保障",七天退换,"月售50笔	35条评价",北京货到付款,208.00        运费：20.00           信用卡,伟业恒通数码专营店,50,35
I9300 4.8寸电容屏 双核手机 3G安卓系统智能超薄手机 MTK6577,"消费者保障	七天退换",七天退换,"月售23笔	7条评价",广东 深圳货到付款,770.04        运费：0.00           信用卡,首选科技,23,7
正品Apple/苹果 iPhone 4S 16g全新原装港版iphone4s手机三网通用,"消费者保障	假一赔三	七天退换",七天退换,"月售31笔	30条评价",广东 深圳,3250.00        运费：0.10,刀锋科技工作室,31,30
Huawei/华为 U8812D G302D 联通3G双卡双待手机 送套+座充,"消费者保障	七天退换",七天退换,"月售2笔	1条评价",广东 深圳,1005.00        运费：10.00           信用卡,aojietongxun8888,2,1
Coolpad/酷派 5820 安卓2.2智能 电信 天翼3G手机 全国联保 现货,"消费者保障	七天退换",七天退换,"月售48笔	43条评价",广东 深圳,270.00        运费：0.00           信用卡,冰冰通讯668,48,43
Motorola/摩托罗拉 A1200e 原装正品 透明翻盖智能触摸手机,"消费者保障	七天退换",七天退换,"月售40笔	284条评价",广东 广州货到付款,135.00        运费：0.00           信用卡,开心来往吧,40,284
Samsung/三星 W 999 双模/双卡/双待WIFi 3G 电信CDMA 电容屏手机,消费者保障,无七天退换,"月售3笔	2条评价",广东 深圳,1280.00        运费：20.00,夜猫子数码网,3,2
感恩800 大声 老年手机 正品行货老人手机 大字体大屏幕老人机,"消费者保障	七天退换",七天退换,"月售4笔	3条评价",广东 深圳货到付款,150.40        运费：10.00           信用卡折扣,苏皖宝贝商城,4,3
Samsung/三星 S5300 安卓2.3联通3G智能手机触屏直板正品全国联保,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,630.00        运费：15.00           信用卡,深圳睿派,0,0
2012新款步步高VIVOS7智能手机 安卓系统触屏电容屏S620 GPS导航,"消费者保障	七天退换",七天退换,"月售14笔	3条评价",广东 深圳货到付款,499.00        运费：10.00           信用卡,星星网店201005,14,3
Apple/苹果 iPhone 4正品iPhone 4 4代手机 送贴膜 免费越狱,"消费者保障	七天退换",七天退换,"月售12笔	112条评价",上海,2899.08        运费：0.00           信用卡,sh88888,12,112
ZTE/中兴 V970 手机 中兴 双核1G 4.3屏 双卡双待原封发货,消费者保障,无七天退换,,北京,1220.00        运费：10.00,苏冰松,0,0
ZTE/中兴 S302老人手机 大字体老年手机 正品老年人手机 老人机,"消费者保障	七天退换",七天退换,"月售6笔	22条评价",浙江 杭州,178.00        运费：10.00           信用卡,时代秦朝,6,22
Phone4S/萍果正品安卓5.0.1/ 3G WIFI手机A20,消费者保障,无七天退换,1条评价,广东 深圳,1580.00        运费：12.00,起名字了耶,0,1
现货低价促销 Sony/索尼 ST25I Xperia U 双核手机送底座索爱正品,"消费者保障	七天退换",七天退换,"月售21笔	32条评价",广东 深圳货到付款,1312.00        运费：20.00           信用卡,meie2010,21,32
Nokia/诺基亚 C2/C2-00双卡双待 正品行货 学生老人手机 全国联保,"消费者保障	七天退换",七天退换,"月售7笔	359条评价",广东 深圳,333.70        运费：10.00           信用卡,深圳一航,7,359
【赢十一双人游】Huawei/华为 C8825D  双卡双待 双核 电信手机,"消费者保障	七天退换	正品保障",七天退换,月售17笔,广东 广州,1199.00        运费：0.00           信用卡,广东电信官方旗舰店,17,0
5.3寸安卓智能手机 800万像素 安卓4.0 电容屏5寸 双核MTK6577,"消费者保障	七天退换",七天退换,"月售14笔	6条评价",广东 深圳货到付款,780.07        运费：0.10           信用卡,iammvp2004,14,6
秒杀智多星ONG 4G B79 4.3 QHD高清屏 1GCPU智能手机 6575,"消费者保障	七天退换",七天退换,,广东 广州,1420.00        运费：0.00,wlaimaidx1,0,0
华立LC301电信老人机正品 老人手机正品行货 大字大声 cdma老人,"消费者保障	七天退换",七天退换,"月售4笔	3条评价",广东 深圳,193.00        运费：0.00           信用卡,brightstep,4,3
国威D4000实惠触屏直板超长待机手机 蓝牙 大字体 老人手机,消费者保障,无七天退换,,广东 深圳,150.00        运费：10.00,whatisi,0,0
Lenovo/联想 A366T 安卓2.3智能手机 CMMB wifi 安卓2.3 全国联保,消费者保障,无七天退换,,广东 深圳货到付款,620.00        运费：20.00           信用卡,lxx727_宝,0,0
原装促销Sony Ericsson/索尼爱立信 赏秀U_1索爱U1I 智能手机包邮,消费者保障,无七天退换,"月售4笔	1条评价",广东 深圳,663.00        运费：0.00           信用卡,绝恋小店,4,1
VOGO超清音乐影视双卡时尚靓丽手机,"消费者保障	七天退换",七天退换,,浙江 杭州,218.00        运费：10.00,心语移动88,0,0
国威创新Z801 学生 老人 情侣 音乐手机 双卡双待 正品 经典版,消费者保障,无七天退换,,广东 深圳,125.00        运费：10.00,whatisi,0,0
Sharp/夏普 SH7218T 电信3G 安卓智能翻盖手机正品 cdma,消费者保障,无七天退换,"月售2笔	17条评价",浙江 杭州,1599.00        运费：0.00           信用卡,violetjiajia,2,17
2012新款iWatch手表手机智能地图后台挂Q腕表手机K1 滑动菜单 I5,"消费者保障	七天退换	30天维修",七天退换,"月售432笔	712条评价",广东 深圳货到付款,275.00        运费：15.00           信用卡,园之府,432,712
暑我给力!正品Apple/苹果 iPhone 4 8G 苹果4代手机 无锁16G 32,"消费者保障	七天退换",七天退换,"月售572笔	954条评价",广东 深圳,2580.20        运费：0.00           信用卡,zlbcgyy,572,954
吐血价促销全触屏智能手机 安卓2.3.6双卡双待4.0寸大屏幕1GhzCPU,消费者保障,无七天退换,,上海,599.00        运费：15.00,全国数码批发总代理,0,0
Hedy/七喜 S801智能手机 安卓2.3   500万像素双卡双待 正品包邮,"消费者保障	七天退换",七天退换,"月售54笔	82条评价",陕西 西安货到付款,480.01        运费：0.00           信用卡,天天6439523,54,82
【假一罚三】全国联保ZTE/中兴 V889D手机,消费者保障,无七天退换,,上海,758.00        运费：0.00,cenjie199328,0,0
三盟S128正品翻盖老人手机老年机语音王手写送原电货到付款,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,269.00        运费：8.00           信用卡,itboy76,0,0
ZTE/中兴 S202手机 GSM 老人机 大按键 大字体 一年保修,消费者保障,无七天退换,,广东 深圳货到付款,210.00        运费：12.00,wbcbang,0,0
特价仅亏一天 国产智能手机内置8GB单卡3.6寸电容屏安卓2.3.7手机,"消费者保障	七天退换",七天退换,2条评价,广东 深圳货到付款,798.00        运费：0.00           信用卡,胡章鸿,0,2
ZTE/中兴 U960 3G智能手机 TD-SCDMA/GSM双卡双待 4.3英寸电容屏,"消费者保障	七天退换",七天退换,1条评价,北京,1699.00        运费：20.00           信用卡,yjccg,0,1
知己 i9100 智能手机 安卓4.0 双卡 WIFI 凯立德导航 正品行货,消费者保障,无七天退换,"月售3笔	1条评价",广东 深圳,558.60        运费：10.00,萧思艺,3,1
【试用中心官方推荐】HY/现代 Y56 双卡双待 2.8英寸滑盖手机 QQ,"消费者保障	七天退换	正品保障",七天退换,"月售4笔	1条评价",江苏 无锡,299.00        运费：0.00           信用卡,进隆数码专营店,4,1
电信手机 正品 电信天翼 ZTE/中兴 N880E - 4.0英寸正品全国联保,消费者保障,无七天退换,,黑龙江 哈尔滨,990.00        运费：0.00           信用卡,hequansheng4447,0,0
韩国HY/现代 暴风H6 双卡双待 安卓智能3G手机 GSM/WCDMA,消费者保障,无七天退换,,北京,1230.00        运费：10.00,苏冰松,0,0
超长待机入门手机t628,消费者保障,无七天退换,,重庆,698.00        运费：0.00,lyw525378,0,0
Gd06 U9  黑钻2 高档男士商务直板手机 超长待机 正品行货P99,消费者保障,无七天退换,,吉林 长春,766.00        运费：12.00,东北狗熊1357,0,0
ZTE/中兴 U880 移动刀锋3G安卓2.2智能手机原装正品包邮,消费者保障,无七天退换,"月售14笔	24条评价",广东 深圳,560.00        运费：0.00           信用卡,柏丽平2010,14,24
